prompt_type,model,dataset,source_file,source_case_index,high_level_requirement,source_target_allocation,source_target_subsystem,generated_allocation,generated_low_level_requirement,metric_names,allocation_correctness,token_f1_similarity,cosine_similarity,rouge_l,bleu,bert_score_precision,bert_score_recall,bert_score_f1,requirement_quality,combined_score
"cot1","command-a-plus-05-2026","clarus","results/experiment/cot1/cohere_cot1_clarus.json","1","The Clarus system shall implement quality checking processes as soon as data become available.","","","CS","The Collector Services shall detect when new data becomes available and publish a DataAvailable event.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","0.0","24.0","24.0","24.0","17.0","0.7055","0.7234","0.7143","83.0","27.4"
"cot1","command-a-plus-05-2026","clarus","results/experiment/cot1/cohere_cot1_clarus.json","2","The Clarus system shall implement quality checking processes as soon as data become available.","","","QChS","The Quality Checking Services shall subscribe to the DataAvailable event and, upon receipt, immediately retrieve the referenced data and begin quality checking.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","7.0","7.0","7.0","8.0","0.6274","0.6331","0.6303","83.0","54.8"
"cot1","command-a-plus-05-2026","clarus","results/experiment/cot1/cohere_cot1_clarus.json","3","The Clarus system shall implement quality checking processes as soon as data become available.","","","QChS","The Quality Checking Services shall perform all defined quality checks on the retrieved data and produce a quality result.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","8.0","8.0","8.0","8.0","0.63","0.6647","0.6469","83.0","55.2"
"cot1","command-a-plus-05-2026","clarus","results/experiment/cot1/cohere_cot1_clarus.json","4","The Clarus system shall record the methods applied when deriving quality checking information.","","","QChS","QChS shall record the method identifier used for each quality checking derivation and associate it with the resulting quality checking information in a persistent log.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","16.0","17.0","16.0","7.0","0.7164","0.7502","0.7329","100.0","62.2"
"cot1","command-a-plus-05-2026","clarus","results/experiment/cot1/cohere_cot1_clarus.json","5","The Clarus system shall be able to implement quality checking rules for each environmental parameter.","","","QChS","QChS shall create and store a quality checking rule for any environmental parameter identifier.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","55.0","55.0","55.0","18.0","0.9049","0.9034","0.9042","100.0","79.8"
"cot1","command-a-plus-05-2026","clarus","results/experiment/cot1/cohere_cot1_clarus.json","6","The Clarus system shall be able to implement quality checking rules for each environmental parameter.","","","QChS","QChS shall retrieve the quality checking rule associated with a given environmental parameter identifier.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","48.0","48.0","48.0","19.0","0.93","0.9284","0.9292","100.0","76.6"
"cot1","command-a-plus-05-2026","clarus","results/experiment/cot1/cohere_cot1_clarus.json","7","The Clarus system shall be able to implement quality checking rules for each environmental parameter.","","","QChS","QChS shall evaluate environmental data values against the retrieved quality checking rule and return a boolean compliance result.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","32.0","33.0","24.0","12.0","0.8271","0.835","0.831","100.0","69.4"
"cot1","command-a-plus-05-2026","clarus","results/experiment/cot1/cohere_cot1_clarus.json","8","The Clarus system shall be able to implement quality checking rules for specific environmental situations.","","","QChS","QChS shall accept a quality checking rule definition that includes an environmental situation identifier and a set of check criteria.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","32.0","33.0","32.0","12.0","0.9008","0.906","0.9034","100.0","69.4"
"cot1","command-a-plus-05-2026","clarus","results/experiment/cot1/cohere_cot1_clarus.json","9","The Clarus system shall be able to implement quality checking rules for specific environmental situations.","","","QChS","QChS shall evaluate each environmental data record against applicable quality checking rules based on the record's situation identifier.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","42.0","42.0","33.0","18.0","0.8288","0.8471","0.8378","100.0","73.9"
"cot1","command-a-plus-05-2026","clarus","results/experiment/cot1/cohere_cot1_clarus.json","10","The Clarus system shall be able to implement quality checking rules for specific environmental situations.","","","QChS","QChS shall generate a quality check result for each rule evaluation indicating pass/fail and any flagged issues.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","23.0","24.0","23.0","9.0","0.6073","0.6356","0.6211","100.0","65.4"
"cot1","command-a-plus-05-2026","clarus","results/experiment/cot1/cohere_cot1_clarus.json","11","The Clarus system shall be able to implement quality checking rules for specific environmental situations.","","","QEDS","QEDS shall provide environmental data records that contain a situation identifier field.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","0.0","10.0","10.0","10.0","11.0","0.8844","0.8837","0.884","100.0","24.5"
"cot1","command-a-plus-05-2026","clarus","results/experiment/cot1/cohere_cot1_clarus.json","12","The Clarus system shall be able to implement quality checking rules for specific environmental situations.","","","QEDS","QEDS shall expose an interface for QChS to retrieve environmental data records.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","0.0","32.0","32.0","21.0","14.0","0.8745","0.8664","0.8705","100.0","34.4"
"cot1","command-a-plus-05-2026","clarus","results/experiment/cot1/cohere_cot1_clarus.json","13","The Clarus system shall be able to implement quality checking rules for specific environmental situations.","","","CAS","CAS shall persistently store quality checking rule definitions.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","35.0","36.0","35.0","16.0","0.6189","0.5921","0.6052","100.0","70.8"
"cot1","command-a-plus-05-2026","clarus","results/experiment/cot1/cohere_cot1_clarus.json","14","The Clarus system shall be able to implement quality checking rules for specific environmental situations.","","","CAS","CAS shall allow retrieval of quality checking rules by situation identifier.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","44.0","45.0","44.0","24.0","0.7122","0.7016","0.7069","100.0","74.8"
"cot1","command-a-plus-05-2026","clarus","results/experiment/cot1/cohere_cot1_clarus.json","15","The Clarus system shall be able to implement quality checking rules for specific environmental situations.","","","CAS","CAS shall allow authorized callers to add, modify, or delete quality checking rules.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","40.0","40.0","40.0","24.0","0.6518","0.6398","0.6457","100.0","73.0"
"cot1","command-a-plus-05-2026","clarus","results/experiment/cot1/cohere_cot1_clarus.json","16","The Clarus system shall be able to implement quality checking rules specific to observation locations.","","","QChS","QChS shall apply a set of quality checking rules that are defined per observation location.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","36.0","37.0","36.0","20.0","0.6836","0.6673","0.6753","100.0","71.2"
"cot1","command-a-plus-05-2026","clarus","results/experiment/cot1/cohere_cot1_clarus.json","17","The Clarus system shall be able to implement quality checking rules specific to observation locations.","","","CAS","CAS shall provide functions to create, modify, and delete quality checking rules associated with observation locations.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","52.0","53.0","52.0","20.0","0.8321","0.8508","0.8413","100.0","78.4"
"cot1","command-a-plus-05-2026","clarus","results/experiment/cot1/cohere_cot1_clarus.json","18","The Clarus system shall be able to base its quality checking process on historical environmental data.","","","QChS","QChS shall use historical environmental data retrieved from QEDS as input for its quality checking process.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","58.0","59.0","58.0","29.0","0.927","0.9307","0.9288","100.0","81.1"
"cot1","command-a-plus-05-2026","clarus","results/experiment/cot1/cohere_cot1_clarus.json","19","The Clarus system shall be able to base its quality checking process on historical environmental data.","","","QEDS","QEDS shall provide historical environmental data for retrieval by QChS.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","0.0","44.0","45.0","33.0","24.0","0.9137","0.9024","0.908","100.0","39.8"
"cot1","command-a-plus-05-2026","clarus","results/experiment/cot1/cohere_cot1_clarus.json","20","The Clarus system shall be able to use multiple algorithms for its quality checking process.","","","QChS","QChS shall maintain a registry of at least two distinct quality checking algorithms, allowing addition and retrieval of algorithm identifiers.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","33.0","34.0","33.0","12.0","0.7569","0.7832","0.7698","100.0","69.9"
"cot1","command-a-plus-05-2026","clarus","results/experiment/cot1/cohere_cot1_clarus.json","21","The Clarus system shall be able to use multiple algorithms for its quality checking process.","","","QChS","QChS shall provide a function selectAlgorithm(identifier) that chooses a specific registered algorithm for a quality checking task.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","43.0","45.0","35.0","13.0","0.7807","0.8033","0.7918","100.0","74.4"
"cot1","command-a-plus-05-2026","clarus","results/experiment/cot1/cohere_cot1_clarus.json","22","The Clarus system shall be able to use multiple algorithms for its quality checking process.","","","QChS","QChS shall execute the selected quality checking algorithm on provided environmental data and return the algorithm-specific result.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","36.0","37.0","36.0","18.0","0.6673","0.6914","0.6791","100.0","71.2"
"cot1","command-a-plus-05-2026","clarus","results/experiment/cot1/cohere_cot1_clarus.json","23","The Clarus system shall allow access to new surface transportation-related environmental data.","","","CS","CS shall ingest new surface transportation-related environmental data from external sources and persist it in the system's data store.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","9.0","9.0","9.0","8.0","0.647","0.6948","0.67","100.0","59.1"
"cot1","command-a-plus-05-2026","clarus","results/experiment/cot1/cohere_cot1_clarus.json","24","The Clarus system shall allow access to new surface transportation-related environmental data.","","","QChS","QChS shall validate ingested surface transportation environmental data against defined quality criteria and mark it as qualified only when all criteria are met.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","14.0","15.0","14.0","7.0","0.5097","0.534","0.5216","100.0","61.3"
"cot1","command-a-plus-05-2026","clarus","results/experiment/cot1/cohere_cot1_clarus.json","25","The Clarus system shall allow access to new surface transportation-related environmental data.","","","QEDS","QEDS shall expose a secure, authenticated API that returns qualified new surface transportation-related environmental data in a standardized JSON format.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","15.0","16.0","15.0","7.0","0.5446","0.5797","0.5616","100.0","61.8"
"cot1","command-a-plus-05-2026","clarus","results/experiment/cot1/cohere_cot1_clarus.json","26","The Clarus system shall enable administrators to manage security groups.","","","CAS","The CAS shall provide an API to create a security group with a name, description, and permissions, and shall return a unique security group identifier.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","32.0","36.0","32.0","12.0","0.7665","0.7908","0.7784","100.0","69.4"
"cot1","command-a-plus-05-2026","clarus","results/experiment/cot1/cohere_cot1_clarus.json","27","The Clarus system shall enable administrators to manage security groups.","","","CAS","The CAS shall provide an API to retrieve the details of a security group identified by its unique identifier.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","37.0","40.0","37.0","15.0","0.8137","0.8336","0.8235","100.0","71.7"
"cot1","command-a-plus-05-2026","clarus","results/experiment/cot1/cohere_cot1_clarus.json","28","The Clarus system shall enable administrators to manage security groups.","","","CAS","The CAS shall provide an API to update the details of a security group identified by its unique identifier.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","37.0","40.0","37.0","15.0","0.818","0.8371","0.8274","100.0","71.7"
"cot1","command-a-plus-05-2026","clarus","results/experiment/cot1/cohere_cot1_clarus.json","29","The Clarus system shall enable administrators to manage security groups.","","","CAS","The CAS shall provide an API to delete a security group identified by its unique identifier.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","40.0","42.0","40.0","17.0","0.7096","0.7386","0.7238","100.0","73.0"
