prompt_type,model,dataset,source_file,source_case_index,high_level_requirement,source_target_allocation,source_target_subsystem,generated_allocation,generated_low_level_requirement,metric_names,allocation_correctness,token_f1_similarity,cosine_similarity,rouge_l,bleu,bert_score_precision,bert_score_recall,bert_score_f1,requirement_quality,combined_score
"rag2","command-a-plus-05-2026","clarus","results/experiment/rag2/cohere_rag2_clarus.json","1","The Clarus system shall implement quality checking processes as soon as data become available.","CAS","Configuration & Administration Service","CAS","CAS shall enable administrators to configure quality checking processes to be executed automatically when data become available.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","20.0","21.0","20.0","10.0","0.7603","0.7787","0.7694","100.0","64.0"
"rag2","command-a-plus-05-2026","clarus","results/experiment/rag2/cohere_rag2_clarus.json","2","The Clarus system shall implement quality checking processes as soon as data become available.","CAS","Configuration & Administration Service","CAS","CAS shall ensure that quality checking processes are initiated immediately upon detection of new data availability.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","10.0","10.0","10.0","8.0","0.7072","0.7132","0.7102","100.0","59.5"
"rag2","command-a-plus-05-2026","clarus","results/experiment/rag2/cohere_rag2_clarus.json","3","The Clarus system shall implement quality checking processes as soon as data become available.","CAS","Configuration & Administration Service","CAS","CAS shall provide a means for administrators to confirm that quality checking processes have been applied to each newly available data set.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","16.0","18.0","16.0","7.0","0.7676","0.7862","0.7768","100.0","62.2"
"rag2","command-a-plus-05-2026","clarus","results/experiment/rag2/cohere_rag2_clarus.json","4","The Clarus system shall implement quality checking processes as soon as data become available.","QChS","Quality Checking Services","QChS","The Quality Checking Services shall implement a quality checking process for each data element as soon as the data becomes available.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","8.0","8.0","8.0","8.0","0.6336","0.6514","0.6424","83.0","55.2"
"rag2","command-a-plus-05-2026","clarus","results/experiment/rag2/cohere_rag2_clarus.json","5","The Clarus system shall implement quality checking processes as soon as data become available.","QChS","Quality Checking Services","QChS","The Quality Checking Services shall apply the defined quality control rules to the data element during the quality checking process.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","8.0","8.0","8.0","8.0","0.6839","0.7122","0.6978","83.0","55.2"
"rag2","command-a-plus-05-2026","clarus","results/experiment/rag2/cohere_rag2_clarus.json","6","The Clarus system shall implement quality checking processes as soon as data become available.","QChS","Quality Checking Services","QChS","The Quality Checking Services shall generate a quality assessment result for the data element as part of the quality checking process.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","8.0","8.0","8.0","8.0","0.6964","0.7374","0.7163","83.0","55.2"
"rag2","command-a-plus-05-2026","clarus","results/experiment/rag2/cohere_rag2_clarus.json","7","The Clarus system shall implement quality checking processes as soon as data become available.","QChS","Quality Checking Services","QChS","The Quality Checking Services shall not modify the original data during the quality checking process.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","9.0","9.0","9.0","8.0","0.3809","0.3974","0.389","83.0","55.7"
"rag2","command-a-plus-05-2026","clarus","results/experiment/rag2/cohere_rag2_clarus.json","8","The Clarus system shall implement quality checking processes as soon as data become available.","QChS","Quality Checking Services","QChS","The Quality Checking Services shall log the initiation and completion timestamps of the quality checking process for each data element.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","8.0","8.0","8.0","8.0","0.5609","0.5885","0.5744","83.0","55.2"
"rag2","command-a-plus-05-2026","clarus","results/experiment/rag2/cohere_rag2_clarus.json","9","The Clarus system shall implement quality checking processes as soon as data become available.","SS","Schedule Service","SS","The Schedule Service shall detect when data become available.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","0.0","0.0","0.0","0.0","0.73","0.724","0.727","83.0","51.6"
"rag2","command-a-plus-05-2026","clarus","results/experiment/rag2/cohere_rag2_clarus.json","10","The Clarus system shall implement quality checking processes as soon as data become available.","SS","Schedule Service","SS","The Schedule Service shall start a quality checking process for the data immediately upon detection of its availability.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","0.0","0.0","0.0","0.0","0.6126","0.6283","0.6203","83.0","51.6"
