prompt_type,model,dataset,source_file,source_case_index,high_level_requirement,source_target_allocation,source_target_subsystem,generated_allocation,generated_low_level_requirement,metric_names,allocation_correctness,token_f1_similarity,cosine_similarity,rouge_l,bleu,bert_score_precision,bert_score_recall,bert_score_f1,requirement_quality,combined_score
"rag2","deepseek-v4-flash","clarus","results/experiment/rag2/deepseek_rag2_clarus.json","1","The Clarus system shall implement quality checking processes as soon as data become available.","CAS","Configuration & Administration Service","CAS","The CAS subsystem shall initiate quality checking processes immediately upon receiving notification that new data is available.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","10.0","10.0","10.0","8.0","0.6763","0.6903","0.6832","100.0","59.5"
"rag2","deepseek-v4-flash","clarus","results/experiment/rag2/deepseek_rag2_clarus.json","2","The Clarus system shall implement quality checking processes as soon as data become available.","QChS","Quality Checking Services","QChS","The Quality Checking Services shall initiate quality checking processes on environmental data as soon as the data becomes available to the subsystem.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","8.0","8.0","8.0","8.0","0.4438","0.4874","0.4646","83.0","55.2"
"rag2","deepseek-v4-flash","clarus","results/experiment/rag2/deepseek_rag2_clarus.json","3","The Clarus system shall implement quality checking processes as soon as data become available.","SS","Schedule Service","SS","The Schedule Service shall detect when data become available for quality checking.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","0.0","0.0","0.0","0.0","0.6587","0.6818","0.67","83.0","51.6"
"rag2","deepseek-v4-flash","clarus","results/experiment/rag2/deepseek_rag2_clarus.json","4","The Clarus system shall implement quality checking processes as soon as data become available.","SS","Schedule Service","SS","The Schedule Service shall commence quality checking processes immediately upon detection of available data.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","0.0","0.0","0.0","0.0","0.6144","0.6263","0.6203","83.0","51.6"
"rag2","deepseek-v4-flash","clarus","results/experiment/rag2/deepseek_rag2_clarus.json","5","The Clarus system shall record the methods applied when deriving quality checking information.","CAS","Configuration & Administration Service","CAS","The Configuration & Administration Service shall record the methods applied when deriving quality checking information.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","47.0","49.0","35.0","16.0","0.8963","0.9185","0.9073","83.0","72.8"
"rag2","deepseek-v4-flash","clarus","results/experiment/rag2/deepseek_rag2_clarus.json","6","The Clarus system shall record the methods applied when deriving quality checking information.","QChS","Quality Checking Services","QChS","The Quality Checking Services subsystem shall, for each observation undergoing quality checking, record an identifier of each method applied in the quality checking process.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","10.0","10.0","10.0","8.0","0.777","0.7856","0.7812","83.0","56.1"
"rag2","deepseek-v4-flash","clarus","results/experiment/rag2/deepseek_rag2_clarus.json","7","The Clarus system shall be able to implement quality checking rules for each environmental parameter.","CAS","Configuration & Administration Service","CAS","The CAS shall allow the definition and storage of quality checking rules for each environmental parameter.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","73.0","73.0","73.0","57.0","0.9491","0.9327","0.9408","100.0","87.9"
"rag2","deepseek-v4-flash","clarus","results/experiment/rag2/deepseek_rag2_clarus.json","8","The Clarus system shall be able to implement quality checking rules for each environmental parameter.","CAUI","Configuration & Administration User Interface","CAUI","The CAUI shall enable a user to create a new quality checking rule for a specific environmental parameter.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","64.0","64.0","64.0","21.0","0.8432","0.861","0.8521","100.0","83.8"
"rag2","deepseek-v4-flash","clarus","results/experiment/rag2/deepseek_rag2_clarus.json","9","The Clarus system shall be able to implement quality checking rules for each environmental parameter.","CAUI","Configuration & Administration User Interface","CAUI","The CAUI shall enable a user to modify an existing quality checking rule for a specific environmental parameter.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","64.0","64.0","64.0","21.0","0.8925","0.9025","0.8974","100.0","83.8"
"rag2","deepseek-v4-flash","clarus","results/experiment/rag2/deepseek_rag2_clarus.json","10","The Clarus system shall be able to implement quality checking rules for each environmental parameter.","CAUI","Configuration & Administration User Interface","CAUI","The CAUI shall enable a user to delete an existing quality checking rule for a specific environmental parameter.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","64.0","64.0","64.0","21.0","0.835","0.8554","0.8451","100.0","83.8"
