prompt_type,model,dataset,source_file,source_case_index,high_level_requirement,source_target_allocation,source_target_subsystem,generated_allocation,generated_low_level_requirement,metric_names,allocation_correctness,token_f1_similarity,cosine_similarity,rouge_l,bleu,bert_score_precision,bert_score_recall,bert_score_f1,requirement_quality,combined_score
"fs2","deepseek-v4-flash","clarus","results/experiment/fs2/deepseek_fs2_clarus.json","1","The Clarus system shall implement quality checking processes as soon as data become available.","CAS","Configuration & Administration Service","CAS","The CAS shall allow configuration of quality checking processes to be initiated as soon as data become available.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","11.0","11.0","11.0","10.0","0.7757","0.7884","0.782","100.0","60.0"
"fs2","deepseek-v4-flash","clarus","results/experiment/fs2/deepseek_fs2_clarus.json","2","The Clarus system shall implement quality checking processes as soon as data become available.","QChS","Quality Checking Services","QChS","The QChS shall perform quality checking processes on environmental data as soon as that data becomes available.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","17.0","17.0","17.0","10.0","0.4838","0.5196","0.5011","100.0","62.7"
"fs2","deepseek-v4-flash","clarus","results/experiment/fs2/deepseek_fs2_clarus.json","3","The Clarus system shall implement quality checking processes as soon as data become available.","SS","Schedule Service","SS","The SS shall initiate quality checking processes as soon as it receives notification that data have become available.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","13.0","17.0","13.0","9.0","0.691","0.7178","0.7041","100.0","60.9"
"fs2","deepseek-v4-flash","clarus","results/experiment/fs2/deepseek_fs2_clarus.json","4","The Clarus system shall record the methods applied when deriving quality checking information.","CAS","Configuration & Administration Service","CAS","The CAS shall record the methods applied when deriving quality checking information.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","67.0","68.0","53.0","24.0","0.9421","0.9647","0.9532","100.0","85.2"
"fs2","deepseek-v4-flash","clarus","results/experiment/fs2/deepseek_fs2_clarus.json","5","The Clarus system shall record the methods applied when deriving quality checking information.","QChS","Quality Checking Services","QChS","The QChS shall record the methods applied when deriving quality checking information.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","35.0","35.0","35.0","16.0","0.8414","0.8385","0.84","100.0","70.8"
"fs2","deepseek-v4-flash","clarus","results/experiment/fs2/deepseek_fs2_clarus.json","6","The Clarus system shall be able to implement quality checking rules for each environmental parameter.","CAS","Configuration & Administration Service","CAS","The CAS shall be able to configure quality checking rules for each environmental parameter.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","100.0","100.0","100.0","100.0","0.9948","0.9931","0.9939","100.0","100.0"
"fs2","deepseek-v4-flash","clarus","results/experiment/fs2/deepseek_fs2_clarus.json","7","The Clarus system shall be able to implement quality checking rules for each environmental parameter.","CAUI","Configuration & Administration User Interface","CAUI","The CAUI shall enable the user to implement quality checking rules for each environmental parameter.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","76.0","76.0","76.0","34.0","0.9573","0.9573","0.9573","100.0","89.2"
"fs2","deepseek-v4-flash","clarus","results/experiment/fs2/deepseek_fs2_clarus.json","8","The Clarus system shall be able to implement quality checking rules for each environmental parameter.","QChS","Quality Checking Services","QChS","The QChS shall be able to implement quality checking rules for each environmental parameter.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","90.0","90.0","90.0","74.0","0.9473","0.9475","0.9474","100.0","95.5"
"fs2","deepseek-v4-flash","clarus","results/experiment/fs2/deepseek_fs2_clarus.json","9","The Clarus system shall be able to implement quality checking rules for specific environmental situations.","CAS","Configuration & Administration Service","CAS","The CAS shall be able to configure quality checking rules for specific environmental situations.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","100.0","100.0","100.0","100.0","1.0","1.0","1.0","100.0","100.0"
"fs2","deepseek-v4-flash","clarus","results/experiment/fs2/deepseek_fs2_clarus.json","10","The Clarus system shall be able to implement quality checking rules for specific environmental situations.","QChS","Quality Checking Services","QChS","The QChS shall be able to implement quality checking rules for specific environmental situations.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","100.0","100.0","100.0","100.0","0.9922","0.9956","0.9939","100.0","100.0"
