prompt_type,model,dataset,source_file,source_case_index,high_level_requirement,source_target_allocation,source_target_subsystem,generated_allocation,generated_low_level_requirement,metric_names,allocation_correctness,token_f1_similarity,cosine_similarity,rouge_l,bleu,bert_score_precision,bert_score_recall,bert_score_f1,requirement_quality,combined_score
"fs2","mistral-medium-3.5","clarus","results/experiment/fs2/mistral_fs2_clarus.json","1","The Clarus system shall implement quality checking processes as soon as data become available.","CAS","Configuration & Administration Service","CAS","The CAS shall configure quality checking processes to be triggered as soon as data become available.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","24.0","24.0","24.0","13.0","0.7702","0.7912","0.7806","100.0","65.8"
"fs2","mistral-medium-3.5","clarus","results/experiment/fs2/mistral_fs2_clarus.json","2","The Clarus system shall implement quality checking processes as soon as data become available.","QChS","Quality Checking Services","QChS","The QChS shall initiate quality checking processes as soon as environmental data become available.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","17.0","18.0","17.0","10.0","0.515","0.5411","0.5278","100.0","62.7"
"fs2","mistral-medium-3.5","clarus","results/experiment/fs2/mistral_fs2_clarus.json","3","The Clarus system shall implement quality checking processes as soon as data become available.","SS","Schedule Service","SS","The SS shall trigger quality checking processes immediately upon data availability.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","0.0","0.0","0.0","0.0","0.6795","0.6939","0.6866","100.0","55.0"
"fs2","mistral-medium-3.5","clarus","results/experiment/fs2/mistral_fs2_clarus.json","4","The Clarus system shall record the methods applied when deriving quality checking information.","CAS","Configuration & Administration Service","CAS","The CAS shall record the methods applied when deriving quality checking information.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","67.0","68.0","53.0","24.0","0.9421","0.9647","0.9532","100.0","85.2"
"fs2","mistral-medium-3.5","clarus","results/experiment/fs2/mistral_fs2_clarus.json","5","The Clarus system shall record the methods applied when deriving quality checking information.","QChS","Quality Checking Services","QChS","The QChS shall record the methods applied when deriving quality checking information.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","35.0","35.0","35.0","16.0","0.8414","0.8385","0.84","100.0","70.8"
"fs2","mistral-medium-3.5","clarus","results/experiment/fs2/mistral_fs2_clarus.json","6","The Clarus system shall be able to implement quality checking rules for each environmental parameter.","CAS","Configuration & Administration Service","CAS","The CAS shall be able to configure quality checking rules for each environmental parameter.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","100.0","100.0","100.0","100.0","0.9948","0.9931","0.9939","100.0","100.0"
"fs2","mistral-medium-3.5","clarus","results/experiment/fs2/mistral_fs2_clarus.json","7","The Clarus system shall be able to implement quality checking rules for each environmental parameter.","CAUI","Configuration & Administration User Interface","CAUI","The CAUI shall provide an interface to define quality checking rules for each environmental parameter.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","67.0","67.0","67.0","31.0","0.9527","0.9503","0.9515","100.0","85.2"
"fs2","mistral-medium-3.5","clarus","results/experiment/fs2/mistral_fs2_clarus.json","8","The Clarus system shall be able to implement quality checking rules for each environmental parameter.","CAUI","Configuration & Administration User Interface","CAUI","The CAUI shall allow the user to associate quality checking rules with specific environmental parameters.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","57.0","57.0","57.0","24.0","0.9372","0.9378","0.9375","100.0","80.7"
"fs2","mistral-medium-3.5","clarus","results/experiment/fs2/mistral_fs2_clarus.json","9","The Clarus system shall be able to implement quality checking rules for each environmental parameter.","QChS","Quality Checking Services","QChS","The QChS shall be able to implement quality checking rules for each environmental parameter.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","90.0","90.0","90.0","74.0","0.9473","0.9475","0.9474","100.0","95.5"
"fs2","mistral-medium-3.5","clarus","results/experiment/fs2/mistral_fs2_clarus.json","10","The Clarus system shall be able to implement quality checking rules for specific environmental situations.","CAS","Configuration & Administration Service","CAS","The CAS shall be able to store quality checking rules for specific environmental situations.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","90.0","90.0","90.0","74.0","0.9853","0.9676","0.9764","100.0","95.5"
