prompt_type,model,dataset,source_file,source_case_index,high_level_requirement,source_target_allocation,source_target_subsystem,generated_allocation,generated_low_level_requirement,metric_names,allocation_correctness,token_f1_similarity,cosine_similarity,rouge_l,bleu,bert_score_precision,bert_score_recall,bert_score_f1,requirement_quality,combined_score
"react1","claude-sonnet-5","clarus","results/experiment/react1/claude_react1_clarus.json","1","The Clarus system shall implement quality checking processes as soon as data become available.","","","QChS","Quality Checking Services shall initiate quality checking processes as soon as new data become available.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","17.0","18.0","17.0","11.0","0.7311","0.663","0.6954","83.0","59.3"
"react1","claude-sonnet-5","clarus","results/experiment/react1/claude_react1_clarus.json","2","The Clarus system shall record the methods applied when deriving quality checking information.","","","QChS","The Quality Checking Services shall record the identifier and version of each quality checking method applied when deriving quality checking information for a given data element.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","16.0","17.0","8.0","7.0","0.7673","0.7726","0.7699","83.0","58.8"
"react1","claude-sonnet-5","clarus","results/experiment/react1/claude_react1_clarus.json","3","The Clarus system shall record the methods applied when deriving quality checking information.","","","QEDC","The Qualified Environmental Data store shall retain, for each qualified data element, a persistent record of the quality checking method(s) applied to derive its quality checking information.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","0.0","26.0","30.0","26.0","13.0","0.6589","0.6934","0.6757","83.0","28.3"
"react1","claude-sonnet-5","clarus","results/experiment/react1/claude_react1_clarus.json","4","The Clarus system shall be able to implement quality checking rules for each environmental parameter.","","","CAS","The system shall provide the capability to define, store, and associate quality checking rules with each environmental parameter.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","50.0","51.0","50.0","23.0","0.9257","0.9209","0.9233","83.0","74.1"
"react1","claude-sonnet-5","clarus","results/experiment/react1/claude_react1_clarus.json","5","The Clarus system shall be able to implement quality checking rules for each environmental parameter.","","","QChS","The system shall apply the configured quality checking rules to environmental data for each corresponding environmental parameter.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","55.0","55.0","45.0","22.0","0.9071","0.8989","0.903","83.0","76.4"
"react1","claude-sonnet-5","clarus","results/experiment/react1/claude_react1_clarus.json","6","The Clarus system shall be able to implement quality checking rules for specific environmental situations.","","","QChS","The system shall support the definition of quality checking rules applicable to specific environmental situations.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","60.0","60.0","60.0","33.0","0.951","0.9461","0.9485","83.0","78.6"
"react1","claude-sonnet-5","clarus","results/experiment/react1/claude_react1_clarus.json","7","The Clarus system shall be able to implement quality checking rules for specific environmental situations.","","","QChS","The system shall support the execution of quality checking rules applicable to specific environmental situations.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","60.0","60.0","60.0","33.0","0.946","0.9409","0.9434","83.0","78.6"
"react1","claude-sonnet-5","clarus","results/experiment/react1/claude_react1_clarus.json","8","The Clarus system shall be able to implement quality checking rules for specific environmental situations.","","","QChS","The system shall evaluate environmental metadata to determine the applicable environmental situation before applying the corresponding quality checking rule.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","26.0","26.0","17.0","13.0","0.8716","0.8686","0.8701","83.0","63.3"
"react1","claude-sonnet-5","clarus","results/experiment/react1/claude_react1_clarus.json","9","The Clarus system shall be able to implement quality checking rules for specific environmental situations.","","","EMS","The system shall provide environmental metadata required to determine the environmental situation context for quality checking rules.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","0.0","45.0","46.0","27.0","21.0","0.9063","0.9036","0.905","83.0","36.9"
"react1","claude-sonnet-5","clarus","results/experiment/react1/claude_react1_clarus.json","10","The Clarus system shall be able to implement quality checking rules for specific environmental situations.","","","CAS","The system shall provide the capability to configure and manage quality checking rules associated with specific environmental situations.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","58.0","59.0","58.0","24.0","0.9485","0.9534","0.9509","83.0","77.7"
"react1","claude-sonnet-5","clarus","results/experiment/react1/claude_react1_clarus.json","11","The Clarus system shall be able to implement quality checking rules for specific environmental situations.","","","CAUI","The system shall provide a user interface for administrators to manage quality checking rules for specific environmental situations.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","0.0","61.0","61.0","52.0","26.0","0.9071","0.9214","0.9142","83.0","44.1"
"react1","claude-sonnet-5","clarus","results/experiment/react1/claude_react1_clarus.json","12","The Clarus system shall be able to base its quality checking process on historical environmental data.","","","QChS","The quality checking process shall retrieve historical environmental data required to perform quality checks.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","50.0","50.0","30.0","27.0","0.9038","0.8887","0.8962","83.0","74.1"
"react1","claude-sonnet-5","clarus","results/experiment/react1/claude_react1_clarus.json","13","The Clarus system shall be able to base its quality checking process on historical environmental data.","","","EMS","The system shall provide access to historical environmental data required by the quality checking process.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","0.0","50.0","50.0","50.0","27.0","0.9413","0.9216","0.9314","83.0","39.1"
"react1","claude-sonnet-5","clarus","results/experiment/react1/claude_react1_clarus.json","14","The Clarus system shall be able to use multiple algorithms for its quality checking process.","","","QChS","The QChS shall support execution of multiple distinct quality checking algorithms against environmental data.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","30.0","30.0","30.0","15.0","0.6421","0.6587","0.6503","100.0","68.5"
"react1","claude-sonnet-5","clarus","results/experiment/react1/claude_react1_clarus.json","15","The Clarus system shall allow access to new surface transportation-related environmental data.","","","CS","The Clarus system shall collect new surface transportation-related environmental data from external data providers.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","19.0","19.0","19.0","13.0","0.6517","0.7062","0.6779","83.0","60.2"
"react1","claude-sonnet-5","clarus","results/experiment/react1/claude_react1_clarus.json","16","The Clarus system shall allow access to new surface transportation-related environmental data.","","","EMS","The Clarus system shall maintain and provide metadata describing the characteristics of new surface transportation-related environmental data sources.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","21.0","21.0","21.0","11.0","0.7229","0.7367","0.7297","83.0","61.1"
"react1","claude-sonnet-5","clarus","results/experiment/react1/claude_react1_clarus.json","17","The Clarus system shall allow access to new surface transportation-related environmental data.","","","EMC","The Clarus system shall cache environmental metadata associated with new surface transportation-related environmental data.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","9.0","9.0","9.0","9.0","0.6082","0.6372","0.6223","83.0","55.7"
"react1","claude-sonnet-5","clarus","results/experiment/react1/claude_react1_clarus.json","18","The Clarus system shall allow access to new surface transportation-related environmental data.","","","QChS","The Clarus system shall perform quality checks on new surface transportation-related environmental data prior to making it available for access.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","23.0","24.0","23.0","9.0","0.696","0.7212","0.7083","83.0","62.0"
"react1","claude-sonnet-5","clarus","results/experiment/react1/claude_react1_clarus.json","19","The Clarus system shall allow access to new surface transportation-related environmental data.","","","QEDC","The Clarus system shall store quality-checked surface transportation-related environmental data for subsequent access.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","0.0","0.0","0.0","0.0","0.5409","0.5872","0.5631","83.0","51.6"
"react1","claude-sonnet-5","clarus","results/experiment/react1/claude_react1_clarus.json","20","The Clarus system shall allow access to new surface transportation-related environmental data.","","","QEDS","The Clarus system shall provide services to access qualified surface transportation-related environmental data.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","0.0","0.0","0.0","0.0","0.5426","0.5719","0.5569","83.0","51.6"
"react1","claude-sonnet-5","clarus","results/experiment/react1/claude_react1_clarus.json","21","The Clarus system shall allow access to new surface transportation-related environmental data.","","","CAS","The Clarus system shall provide configuration capabilities to define and manage new surface transportation-related environmental data sources.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","8.0","8.0","8.0","7.0","0.7074","0.7428","0.7247","83.0","55.2"
"react1","claude-sonnet-5","clarus","results/experiment/react1/claude_react1_clarus.json","22","The Clarus system shall allow access to new surface transportation-related environmental data.","","","CAUI","The Clarus system shall provide a user interface for administrators to configure new surface transportation-related environmental data sources.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","0.0","24.0","24.0","24.0","11.0","0.797","0.8087","0.8028","83.0","27.4"
"react1","claude-sonnet-5","clarus","results/experiment/react1/claude_react1_clarus.json","23","The Clarus system shall enable administrators to manage security groups.","","","CAUI","The Clarus system shall provide administrators with a user interface to create, view, update, and delete security groups.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","19.0","20.0","19.0","9.0","0.7527","0.7899","0.7708","83.0","60.2"
"react1","claude-sonnet-5","clarus","results/experiment/react1/claude_react1_clarus.json","24","The Clarus system shall enable administrators to manage security groups.","","","CAUI","The Clarus system shall provide administrators with a user interface to assign and remove users from security groups.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","19.0","20.0","19.0","9.0","0.6919","0.7187","0.705","83.0","60.2"
"react1","claude-sonnet-5","clarus","results/experiment/react1/claude_react1_clarus.json","25","The Clarus system shall enable administrators to manage security groups.","","","CAUI","The Clarus system shall provide administrators with a user interface to assign and remove permissions or access rights associated with security groups.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","17.0","19.0","17.0","8.0","0.7163","0.7554","0.7353","83.0","59.3"
"react1","claude-sonnet-5","clarus","results/experiment/react1/claude_react1_clarus.json","26","The Clarus system shall enable administrators to manage security groups.","","","CAS","The Clarus system shall persist and manage security group definitions, including group membership and associated permissions.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","40.0","41.0","40.0","20.0","0.753","0.7676","0.7602","83.0","69.6"
"react1","claude-sonnet-5","clarus","results/experiment/react1/claude_react1_clarus.json","27","The Clarus system shall enable administrators to manage security groups.","","","CAS","The Clarus system shall validate administrator-submitted security group changes for uniqueness and referential integrity before committing updates.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","29.0","34.0","29.0","10.0","0.7064","0.757","0.7308","83.0","64.7"
"react1","claude-sonnet-5","clarus","results/experiment/react1/claude_react1_clarus.json","28","The Clarus system shall enable administrators to manage security groups.","","","CAS","The Clarus system shall maintain an audit record of changes made to security groups, including the administrator identity, timestamp, and nature of the change.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","19.0","22.0","10.0","8.0","0.7194","0.7989","0.7571","83.0","60.2"
