prompt_type,model,dataset,source_file,source_case_index,high_level_requirement,source_target_allocation,source_target_subsystem,generated_allocation,generated_low_level_requirement,metric_names,allocation_correctness,token_f1_similarity,cosine_similarity,rouge_l,bleu,bert_score_precision,bert_score_recall,bert_score_f1,requirement_quality,combined_score
"panacea_run2","mistral-medium-3.5","clarus","results/experiment/panacea_run2/mistral_panacea_run2_clarus.json","1","The Clarus system shall implement quality checking processes as soon as data become available.","CAS","Configuration & Administration Service","CAS","The Configuration & Administration Service shall provide a mechanism to configure the trigger for quality checking processes to execute as soon as new data becomes available.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","17.0","18.0","17.0","7.0","0.7852","0.8106","0.7977","83.0","59.3"
"panacea_run2","mistral-medium-3.5","clarus","results/experiment/panacea_run2/mistral_panacea_run2_clarus.json","2","The Clarus system shall implement quality checking processes as soon as data become available.","CAS","Configuration & Administration Service","CAS","The Configuration & Administration Service shall allow the definition of quality checking process parameters that are applied when data becomes available.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","0.0","0.0","0.0","0.0","0.7763","0.777","0.7766","83.0","51.6"
"panacea_run2","mistral-medium-3.5","clarus","results/experiment/panacea_run2/mistral_panacea_run2_clarus.json","3","The Clarus system shall implement quality checking processes as soon as data become available.","CAS","Configuration & Administration Service","CAS","The Configuration & Administration Service shall store the configuration for quality checking processes in a persistent manner.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","12.0","12.0","12.0","11.0","0.7212","0.7126","0.7169","83.0","57.0"
"panacea_run2","mistral-medium-3.5","clarus","results/experiment/panacea_run2/mistral_panacea_run2_clarus.json","4","The Clarus system shall implement quality checking processes as soon as data become available.","QChS","Quality Checking Services","QChS","The Quality Checking Services shall initiate quality checking processes immediately upon receipt of new data.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","17.0","18.0","17.0","11.0","0.6662","0.5919","0.6269","83.0","59.3"
"panacea_run2","mistral-medium-3.5","clarus","results/experiment/panacea_run2/mistral_panacea_run2_clarus.json","5","The Clarus system shall implement quality checking processes as soon as data become available.","QChS","Quality Checking Services","QChS","The Quality Checking Services shall process data as soon as it becomes available without delay.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","9.0","9.0","9.0","8.0","0.6381","0.6648","0.6512","83.0","55.7"
"panacea_run2","mistral-medium-3.5","clarus","results/experiment/panacea_run2/mistral_panacea_run2_clarus.json","6","The Clarus system shall implement quality checking processes as soon as data become available.","QChS","Quality Checking Services","QChS","The Quality Checking Services shall ensure that quality checking is performed in real-time for incoming data.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","8.0","8.0","8.0","8.0","0.6615","0.6981","0.6793","83.0","55.2"
"panacea_run2","mistral-medium-3.5","clarus","results/experiment/panacea_run2/mistral_panacea_run2_clarus.json","7","The Clarus system shall implement quality checking processes as soon as data become available.","SS","Schedule Service","SS","The Schedule Service shall trigger quality checking processes immediately upon receiving notification that new data is available.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","0.0","0.0","0.0","0.0","0.6281","0.6398","0.6339","83.0","51.6"
"panacea_run2","mistral-medium-3.5","clarus","results/experiment/panacea_run2/mistral_panacea_run2_clarus.json","8","The Clarus system shall implement quality checking processes as soon as data become available.","SS","Schedule Service","SS","The Schedule Service shall ensure that quality checking processes are initiated without delay once data availability is confirmed.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","0.0","0.0","0.0","0.0","0.6037","0.6358","0.6193","83.0","51.6"
"panacea_run2","mistral-medium-3.5","clarus","results/experiment/panacea_run2/mistral_panacea_run2_clarus.json","9","The Clarus system shall record the methods applied when deriving quality checking information.","CAS","Configuration & Administration Service","CAS","The Configuration & Administration Service shall store the method identifier for each quality checking method applied.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","24.0","25.0","24.0","14.0","0.8277","0.8517","0.8396","83.0","62.4"
"panacea_run2","mistral-medium-3.5","clarus","results/experiment/panacea_run2/mistral_panacea_run2_clarus.json","10","The Clarus system shall record the methods applied when deriving quality checking information.","CAS","Configuration & Administration Service","CAS","The Configuration & Administration Service shall store the version of each quality checking method applied.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","25.0","26.0","25.0","15.0","0.835","0.8567","0.8457","83.0","62.9"
"panacea_run2","mistral-medium-3.5","clarus","results/experiment/panacea_run2/mistral_panacea_run2_clarus.json","11","The Clarus system shall record the methods applied when deriving quality checking information.","CAS","Configuration & Administration Service","CAS","The Configuration & Administration Service shall store the timestamp when each quality checking method was applied.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","22.0","24.0","22.0","13.0","0.7382","0.7879","0.7622","83.0","61.5"
"panacea_run2","mistral-medium-3.5","clarus","results/experiment/panacea_run2/mistral_panacea_run2_clarus.json","12","The Clarus system shall record the methods applied when deriving quality checking information.","QChS","Quality Checking Services","QChS","The Quality Checking Services shall store the method identifier for each quality check performed.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","33.0","34.0","33.0","14.0","0.8052","0.8011","0.8032","83.0","66.5"
"panacea_run2","mistral-medium-3.5","clarus","results/experiment/panacea_run2/mistral_panacea_run2_clarus.json","13","The Clarus system shall record the methods applied when deriving quality checking information.","QChS","Quality Checking Services","QChS","The Quality Checking Services shall record the timestamp when a quality checking method was applied.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","24.0","24.0","12.0","14.0","0.798","0.8222","0.8099","83.0","62.4"
"panacea_run2","mistral-medium-3.5","clarus","results/experiment/panacea_run2/mistral_panacea_run2_clarus.json","14","The Clarus system shall record the methods applied when deriving quality checking information.","QChS","Quality Checking Services","QChS","The Quality Checking Services shall associate the recorded quality checking method with the corresponding environmental data record.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","11.0","11.0","11.0","10.0","0.5854","0.6187","0.6015","83.0","56.6"
"panacea_run2","mistral-medium-3.5","clarus","results/experiment/panacea_run2/mistral_panacea_run2_clarus.json","15","The Clarus system shall be able to implement quality checking rules for each environmental parameter.","CAS","Configuration & Administration Service","CAS","The Configuration & Administration Service shall store quality checking rules for each environmental parameter.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","67.0","67.0","67.0","61.0","0.9325","0.9039","0.918","83.0","81.8"
"panacea_run2","mistral-medium-3.5","clarus","results/experiment/panacea_run2/mistral_panacea_run2_clarus.json","16","The Clarus system shall be able to implement quality checking rules for each environmental parameter.","CAS","Configuration & Administration Service","CAS","The Configuration & Administration Service shall allow the creation of quality checking rules for each environmental parameter.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","64.0","64.0","64.0","55.0","0.9388","0.9283","0.9336","83.0","80.4"
"panacea_run2","mistral-medium-3.5","clarus","results/experiment/panacea_run2/mistral_panacea_run2_clarus.json","17","The Clarus system shall be able to implement quality checking rules for each environmental parameter.","CAS","Configuration & Administration Service","CAS","The Configuration & Administration Service shall allow the modification of quality checking rules for each environmental parameter.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","64.0","64.0","64.0","55.0","0.8943","0.8878","0.891","83.0","80.4"
"panacea_run2","mistral-medium-3.5","clarus","results/experiment/panacea_run2/mistral_panacea_run2_clarus.json","18","The Clarus system shall be able to implement quality checking rules for each environmental parameter.","CAS","Configuration & Administration Service","CAS","The Configuration & Administration Service shall allow the deletion of quality checking rules for each environmental parameter.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","64.0","64.0","64.0","55.0","0.769","0.7754","0.7722","83.0","80.4"
"panacea_run2","mistral-medium-3.5","clarus","results/experiment/panacea_run2/mistral_panacea_run2_clarus.json","19","The Clarus system shall be able to implement quality checking rules for each environmental parameter.","CAS","Configuration & Administration Service","CAS","The Configuration & Administration Service shall associate each quality checking rule with exactly one environmental parameter.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","43.0","44.0","35.0","16.0","0.7537","0.7427","0.7481","83.0","71.0"
