prompt_type,model,dataset,source_file,source_case_index,high_level_requirement,source_target_allocation,source_target_subsystem,generated_allocation,generated_low_level_requirement,metric_names,allocation_correctness,token_f1_similarity,cosine_similarity,rouge_l,bleu,bert_score_precision,bert_score_recall,bert_score_f1,requirement_quality,combined_score
"panacea_run2","claude-sonnet-5","clarus","results/experiment/panacea_run2/claude_panacea_run2_clarus.json","1","The Clarus system shall implement quality checking processes as soon as data become available.","CAS","Configuration & Administration Service","CAS","CAS shall provide a configuration parameter that specifies whether quality checking is automatically triggered upon data availability.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","10.0","10.0","10.0","8.0","0.7595","0.76","0.7597","100.0","59.5"
"panacea_run2","claude-sonnet-5","clarus","results/experiment/panacea_run2/claude_panacea_run2_clarus.json","2","The Clarus system shall implement quality checking processes as soon as data become available.","CAS","Configuration & Administration Service","CAS","CAS shall store the configuration setting that defines the data availability event as the trigger condition for initiating quality checking.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","18.0","20.0","18.0","8.0","0.7641","0.7591","0.7616","100.0","63.1"
"panacea_run2","claude-sonnet-5","clarus","results/experiment/panacea_run2/claude_panacea_run2_clarus.json","3","The Clarus system shall implement quality checking processes as soon as data become available.","CAS","Configuration & Administration Service","CAS","CAS shall allow an administrator to enable the automatic initiation of quality checking processes upon data arrival.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","11.0","11.0","11.0","9.0","0.7656","0.7754","0.7705","100.0","60.0"
"panacea_run2","claude-sonnet-5","clarus","results/experiment/panacea_run2/claude_panacea_run2_clarus.json","4","The Clarus system shall implement quality checking processes as soon as data become available.","CAS","Configuration & Administration Service","CAS","CAS shall allow an administrator to disable the automatic initiation of quality checking processes upon data arrival.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","11.0","11.0","11.0","9.0","0.5804","0.5808","0.5806","100.0","60.0"
"panacea_run2","claude-sonnet-5","clarus","results/experiment/panacea_run2/claude_panacea_run2_clarus.json","5","The Clarus system shall implement quality checking processes as soon as data become available.","CAS","Configuration & Administration Service","CAS","CAS shall validate that the configured data availability trigger setting is one of the accepted valid values before applying it.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","10.0","10.0","10.0","8.0","0.7357","0.7402","0.7379","100.0","59.5"
"panacea_run2","claude-sonnet-5","clarus","results/experiment/panacea_run2/claude_panacea_run2_clarus.json","6","The Clarus system shall implement quality checking processes as soon as data become available.","CAS","Configuration & Administration Service","CAS","CAS shall persist the configured quality checking trigger setting so that it remains in effect after system restart.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","10.0","10.0","10.0","8.0","0.5703","0.5829","0.5765","100.0","59.5"
"panacea_run2","claude-sonnet-5","clarus","results/experiment/panacea_run2/claude_panacea_run2_clarus.json","7","The Clarus system shall implement quality checking processes as soon as data become available.","CAS","Configuration & Administration Service","CAS","CAS shall provide the current configuration status of the quality checking trigger setting upon request.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","11.0","11.0","11.0","10.0","0.7694","0.7645","0.767","100.0","60.0"
"panacea_run2","claude-sonnet-5","clarus","results/experiment/panacea_run2/claude_panacea_run2_clarus.json","8","The Clarus system shall implement quality checking processes as soon as data become available.","QChS","Quality Checking Services","QChS","The Quality Checking Services shall detect when new data becomes available.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","27.0","28.0","27.0","16.0","0.6936","0.7264","0.7097","83.0","63.8"
"panacea_run2","claude-sonnet-5","clarus","results/experiment/panacea_run2/claude_panacea_run2_clarus.json","9","The Clarus system shall implement quality checking processes as soon as data become available.","QChS","Quality Checking Services","QChS","The Quality Checking Services shall initiate quality checking processing immediately upon detection of newly available data.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","17.0","17.0","17.0","10.0","0.662","0.6042","0.6318","83.0","59.3"
"panacea_run2","claude-sonnet-5","clarus","results/experiment/panacea_run2/claude_panacea_run2_clarus.json","10","The Clarus system shall implement quality checking processes as soon as data become available.","QChS","Quality Checking Services","QChS","The Quality Checking Services shall not delay the initiation of quality checking processing once data becomes available.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","17.0","17.0","17.0","10.0","0.5935","0.6206","0.6068","83.0","59.3"
"panacea_run2","claude-sonnet-5","clarus","results/experiment/panacea_run2/claude_panacea_run2_clarus.json","11","The Clarus system shall implement quality checking processes as soon as data become available.","QChS","Quality Checking Services","QChS","The Quality Checking Services shall process each unit of newly available data through quality checking without requiring manual initiation.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","7.0","7.0","7.0","8.0","0.5656","0.5627","0.5642","83.0","54.8"
"panacea_run2","claude-sonnet-5","clarus","results/experiment/panacea_run2/claude_panacea_run2_clarus.json","12","The Clarus system shall implement quality checking processes as soon as data become available.","SS","Schedule Service","SS","The Schedule Service shall detect when new data becomes available.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","0.0","0.0","0.0","0.0","0.7165","0.7264","0.7214","83.0","51.6"
"panacea_run2","claude-sonnet-5","clarus","results/experiment/panacea_run2/claude_panacea_run2_clarus.json","13","The Clarus system shall implement quality checking processes as soon as data become available.","SS","Schedule Service","SS","The Schedule Service shall trigger the quality checking process immediately upon detection of newly available data.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","0.0","0.0","0.0","0.0","0.6342","0.6434","0.6388","83.0","51.6"
"panacea_run2","claude-sonnet-5","clarus","results/experiment/panacea_run2/claude_panacea_run2_clarus.json","14","The Clarus system shall implement quality checking processes as soon as data become available.","SS","Schedule Service","SS","The Schedule Service shall initiate quality checking processes without manual intervention.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","17.0","19.0","17.0","12.0","0.4315","0.469","0.4495","83.0","59.3"
"panacea_run2","claude-sonnet-5","clarus","results/experiment/panacea_run2/claude_panacea_run2_clarus.json","15","The Clarus system shall implement quality checking processes as soon as data become available.","SS","Schedule Service","SS","The Schedule Service shall schedule the quality checking process for each instance of newly available data.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","0.0","0.0","0.0","0.0","0.6396","0.6621","0.6507","83.0","51.6"
"panacea_run2","claude-sonnet-5","clarus","results/experiment/panacea_run2/claude_panacea_run2_clarus.json","16","The Clarus system shall record the methods applied when deriving quality checking information.","CAS","Configuration & Administration Service","CAS","CAS shall provide a configuration mechanism for defining the quality checking methods applied when deriving quality checking information.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","42.0","45.0","42.0","18.0","0.8443","0.8748","0.8593","100.0","73.9"
