prompt_type,model,dataset,source_file,source_case_index,high_level_requirement,source_target_allocation,source_target_subsystem,generated_allocation,generated_low_level_requirement,metric_names,allocation_correctness,token_f1_similarity,cosine_similarity,rouge_l,bleu,bert_score_precision,bert_score_recall,bert_score_f1,requirement_quality,combined_score
"react2","deepseek-v4-flash","clarus","results/experiment/react2/deepseek_react2_clarus.json","1","The Clarus system shall implement quality checking processes as soon as data become available.","CAS","Configuration & Administration Service","CAS","The CAS shall provide a configuration interface to enable or disable automatic quality checking upon data arrival.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","11.0","11.0","11.0","9.0","0.6914","0.7102","0.7007","100.0","60.0"
"react2","deepseek-v4-flash","clarus","results/experiment/react2/deepseek_react2_clarus.json","2","The Clarus system shall implement quality checking processes as soon as data become available.","CAS","Configuration & Administration Service","CAS","The CAS shall store the list of quality check rules to be executed immediately when new data becomes available.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","10.0","10.0","10.0","8.0","0.7136","0.7171","0.7153","100.0","59.5"
"react2","deepseek-v4-flash","clarus","results/experiment/react2/deepseek_react2_clarus.json","3","The Clarus system shall implement quality checking processes as soon as data become available.","CAS","Configuration & Administration Service","CAS","The CAS shall allow administrators to define the priority order of quality checks for real-time processing of incoming data.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","19.0","20.0","19.0","9.0","0.7835","0.8022","0.7927","100.0","63.6"
"react2","deepseek-v4-flash","clarus","results/experiment/react2/deepseek_react2_clarus.json","4","The Clarus system shall implement quality checking processes as soon as data become available.","CAS","Configuration & Administration Service","CAS","The CAS shall support configuration of thresholds and parameters for each quality check rule that is triggered on data availability.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","18.0","20.0","18.0","8.0","0.8038","0.8084","0.8061","100.0","63.1"
"react2","deepseek-v4-flash","clarus","results/experiment/react2/deepseek_react2_clarus.json","5","The Clarus system shall implement quality checking processes as soon as data become available.","QChS","Quality Checking Services","QChS","The Quality Checking Services shall subscribe to data availability notifications from the Collector Services to initiate quality checks immediately upon data arrival.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","7.0","7.0","7.0","8.0","0.5743","0.5916","0.5828","83.0","54.8"
"react2","deepseek-v4-flash","clarus","results/experiment/react2/deepseek_react2_clarus.json","6","The Clarus system shall implement quality checking processes as soon as data become available.","QChS","Quality Checking Services","QChS","The Quality Checking Services shall process each incoming data element through a predefined set of quality rules without any scheduled delay.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","14.0","14.0","14.0","8.0","0.5758","0.6009","0.5881","83.0","57.9"
"react2","deepseek-v4-flash","clarus","results/experiment/react2/deepseek_react2_clarus.json","7","The Clarus system shall implement quality checking processes as soon as data become available.","QChS","Quality Checking Services","QChS","The Quality Checking Services shall minimize the time between data availability and completion of quality checks.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","8.0","8.0","8.0","8.0","0.4474","0.4605","0.4539","83.0","55.2"
"react2","deepseek-v4-flash","clarus","results/experiment/react2/deepseek_react2_clarus.json","8","The Clarus system shall implement quality checking processes as soon as data become available.","SS","Schedule Service","SS","The Schedule Service shall receive a notification when new data becomes available.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","0.0","0.0","0.0","0.0","0.7109","0.7076","0.7093","83.0","51.6"
"react2","deepseek-v4-flash","clarus","results/experiment/react2/deepseek_react2_clarus.json","9","The Clarus system shall implement quality checking processes as soon as data become available.","SS","Schedule Service","SS","The Schedule Service shall trigger a quality checking process immediately upon receiving a notification of new data.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","0.0","0.0","0.0","0.0","0.6281","0.6413","0.6346","83.0","51.6"
"react2","deepseek-v4-flash","clarus","results/experiment/react2/deepseek_react2_clarus.json","10","The Clarus system shall record the methods applied when deriving quality checking information.","CAS","Configuration & Administration Service","CAS","The Configuration & Administration Service shall provide a mechanism to store the methods applied when deriving quality checking information.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","32.0","34.0","21.0","13.0","0.8497","0.8766","0.8629","83.0","66.0"
